# source_id     	ra      	dec     	x	y	plx	pmra	pmdec	plxe	pmrae	pmdece	pmcorr	g_mag	bp_rp	Sigma	qflag	memberprob
1821582805228760320	298.314235	 18.668674	-0.1227	-0.1105	0.2765	-3.4841	-6.2805	0.0360	0.0341	0.0354	0.1567	15.9592	0.9279	83.2	3	0.00000
1821582800918979328	298.318787	 18.661856	-0.1184	-0.1173	0.3271	-1.9375	-3.4238	0.2626	0.2524	0.2491	0.2528	19.2984	1.3039	82.99	2	0.00000
1821582594735393024	298.320752	 18.660223	-0.1165	-0.1189	0.3050	-2.8655	-5.0503	0.0752	0.0709	0.0738	0.0664	17.4733	1.1089	83.01	3	0.00000
1821582594760549376	298.324497	 18.656732	-0.1130	-0.1224	0.2331	-3.5160	-2.6652	0.1640	0.1594	0.1725	0.2749	18.7015	1.1095	82.99	3	0.95537
1821582594735385728	298.322857	 18.658337	-0.1145	-0.1208	0.4275	-3.0796	-4.8243	0.0722	0.0680	0.0702	0.0531	17.3996	1.1809	83.01	3	0.00000
1821582599034027776	298.325760	 18.656987	-0.1118	-0.1222	-2.1700	-2.1655	-9.6919	0.9590	0.9549	0.9621	0.2396	20.6559	1.7417	83.13	0	0.00000
1821582599070434432	298.326104	 18.656310	-0.1114	-0.1228	0.9687	5.5857	-3.5761	0.9434	0.7761	0.7234	0.3695	20.2109	1.8600	83.09	0	0.00000
1821582599030968832	298.325279	 18.658107	-0.1122	-0.1210	-0.9007	0.2491	-1.9739	0.5404	0.5339	0.5618	0.1515	20.0177	2.0697	83.2	0	0.00000
1821582599030197376	298.323034	 18.659036	-0.1143	-0.1201	0.3911	-2.1263	-8.3048	0.9811	1.1110	1.1186	0.2464	20.6880	1.4005	83.1	2	0.00000
1821582594753422208	298.322068	 18.660410	-0.1153	-0.1187	0.0763	-3.3689	-3.0166	0.2741	0.2593	0.2661	0.2663	19.4165	1.3699	83.15	3	0.69263
1821582599070301312	298.325726	 18.658626	-0.1118	-0.1205	0.8109	0.7431	-3.1511	0.0633	0.0594	0.0607	0.0386	17.1448	1.4388	83.3	3	0.00000
1821582599036628992	298.326861	 18.658467	-0.1107	-0.1207	0.0757	-3.4533	-2.6154	0.2548	0.2401	0.2466	0.2390	19.2520	1.2059	83.38	3	0.91518
1821606062436695040	298.327175	 18.659458	-0.1104	-0.1197	-0.0208	-2.3000	-2.5485	0.1366	0.1277	0.1375	0.1616	18.4145	1.0915	83.51	3	0.00000
1821582800918979456	298.318906	 18.663588	-0.1183	-0.1156	-0.8783	0.1782	-3.3803	1.0649	0.9651	1.0468	0.2310	20.6974	0.7949	83.16	3	0.00052
1821582805228750336	298.316781	 18.664487	-0.1203	-0.1147	0.2488	-3.6224	-5.7937	0.0560	0.0520	0.0541	0.0810	16.8226	0.9553	83.05	3	0.00000
1821582805186122880	298.316773	 18.665466	-0.1203	-0.1137	0.1549	-5.2917	-6.8849	0.2645	0.2495	0.2562	0.2482	19.3392	1.4199	83.14	3	0.00000
1821582800918979968	298.319212	 18.665097	-0.1180	-0.1141	0.1079	-3.7186	-3.8796	0.2103	0.1985	0.2045	0.2590	19.0268	1.2764	83.34	3	0.00001
1821582805189401088	298.319790	 18.664017	-0.1174	-0.1151	0.7601	-2.9091	-5.5352	0.6037	0.5774	0.5630	0.2147	20.1989	1.2811	83.29	3	0.00000
1821606272898689664	298.321054	 18.663767	-0.1162	-0.1154	0.1989	-0.0901	-6.2729	0.6634	0.6109	0.6695	0.2961	20.3622	nan	83.38	0	0.00000
1821606272898687488	298.321693	 18.663635	-0.1156	-0.1155	0.1323	-0.4772	-5.9792	0.2230	0.2266	0.2343	0.3544	19.1373	1.1189	83.43	3	0.00000
1821606272932529536	298.320958	 18.664475	-0.1163	-0.1147	0.2147	-1.2469	-3.3888	0.0775	0.0726	0.0748	0.1313	17.4791	1.2363	83.44	3	0.00000
1821582805186125952	298.316933	 18.666419	-0.1201	-0.1127	-1.9430	-1.9281	-6.0466	0.4426	0.4126	0.4167	0.1835	19.5830	1.5320	83.25	0	0.00000
1821606272932532992	298.316744	 18.667525	-0.1203	-0.1116	0.3886	-6.2120	-11.721	0.0422	0.0408	0.0415	0.0951	16.3822	1.1389	83.34	3	0.00000
1821606272898694144	298.320450	 18.664913	-0.1168	-0.1142	-0.0649	-2.2169	-5.4078	0.3284	0.3208	0.3243	0.3084	19.6706	1.1193	83.44	3	0.00000
1821606272899312256	298.320515	 18.666094	-0.1167	-0.1131	-1.0523	1.0871	-2.6168	2.4110	1.7200	1.8943	-0.0740	20.9098	1.0574	83.56	2	0.01858
1821606268620285440	298.320266	 18.667216	-0.1170	-0.1119	0.4907	-2.5304	-4.8444	0.3281	0.3158	0.3061	0.2766	19.6272	1.1101	83.64	3	0.00000
1821606272898693120	298.321688	 18.666134	-0.1156	-0.1130	0.2454	-1.9935	-6.2426	0.3878	0.3872	0.4099	0.3622	19.8997	1.2427	83.67	3	0.00000
1821606062461855360	298.322863	 18.661983	-0.1145	-0.1172	0.3487	-3.5415	-4.2187	0.4276	0.4135	0.3974	0.1909	19.9860	1.6996	83.37	2	0.00204
1821606066774210304	298.323396	 18.661906	-0.1140	-0.1172	0.6428	-6.1368	-10.357	0.7884	0.6835	0.7498	0.1031	20.4757	nan	83.42	0	0.00000
1821606272899131648	298.322616	 18.663240	-0.1147	-0.1159	-0.6356	-3.7357	-2.5157	0.6179	0.5917	0.6142	0.2493	20.3349	1.4237	83.48	2	0.63318
1821606272932526976	298.322974	 18.664465	-0.1144	-0.1147	0.7800	0.6515	-4.5786	0.0649	0.0635	0.0640	0.1586	16.9648	1.3536	83.63	1	0.00000
1821606268595156096	298.324203	 18.665381	-0.1132	-0.1138	-0.2437	-2.4096	-4.0715	0.2115	0.1944	0.2157	0.2606	18.9582	1.3141	83.83	0	0.00000
1821606272898678400	298.324685	 18.665275	-0.1128	-0.1139	0.7866	-5.3297	-3.9542	0.2456	0.2195	0.2606	0.2752	19.0317	0.9774	83.87	0	0.00000
1821606272898683264	298.324587	 18.666580	-0.1129	-0.1126	0.6690	-0.9112	-3.7359	0.2598	0.2414	0.2461	0.2727	19.2468	1.3536	83.99	3	0.00000
1821606272898678528	298.324864	 18.665224	-0.1126	-0.1139	0.0442	2.1843	-4.3854	0.4434	0.5739	0.9773	0.8144	19.4006	nan	83.88	0	0.00000
1821606272899132928	298.325367	 18.666151	-0.1121	-0.1130	-0.6812	-1.1299	-5.9341	0.6811	0.6281	0.6034	0.2032	20.2869	0.8412	84.02	2	0.00000
1821606066740881792	298.327079	 18.665482	-0.1105	-0.1137	0.1645	0.1730	-6.3448	1.6252	1.3733	1.6995	0.2028	20.8353	1.4866	84.11	0	0.00302
1821618367532260992	298.282067	 18.713971	-0.1531	-0.0652	1.0910	-3.5076	-3.1479	0.7300	0.7291	0.7419	-0.0705	20.3697	1.4663	83.02	2	0.26681
1821618367561672576	298.283745	 18.716104	-0.1515	-0.0630	0.1943	-4.7270	-7.5466	0.0267	0.0244	0.0250	0.0377	15.3072	1.6807	83.34	3	0.00000
1821582869638479616	298.303932	 18.678542	-0.1324	-0.1006	0.1707	-3.1423	-6.4760	0.2591	0.2410	0.2555	0.1825	19.2303	1.1752	83.03	3	0.00000
1821606337332588800	298.303806	 18.680136	-0.1326	-0.0990	-0.1107	-4.1464	-8.6276	0.1498	0.1374	0.1498	0.1150	18.4279	1.1341	83.15	3	0.00000
1821606337339785088	298.304121	 18.681170	-0.1323	-0.0980	0.4703	-1.2571	-4.2302	0.4206	0.4024	0.3866	0.2142	19.8945	1.1167	83.27	3	0.00000
1821606341652017664	298.305550	 18.680226	-0.1309	-0.0989	0.4407	0.8662	-0.4349	0.1190	0.1089	0.1189	0.1124	18.1628	1.1307	83.34	3	0.00000
1821618088345234048	298.298854	 18.685735	-0.1372	-0.0934	0.2270	-3.5698	-3.9708	0.1060	0.0954	0.0992	0.0888	17.9076	1.2275	83.07	3	0.00000
1821618092652746880	298.299382	 18.685780	-0.1367	-0.0934	-0.6136	-4.5376	-7.1366	1.5186	1.1997	1.0641	-0.4407	20.4056	nan	83.13	0	0.00005
1821618092652746752	298.299500	 18.686053	-0.1366	-0.0931	0.3176	-4.3602	-7.3227	0.2541	0.2249	0.2479	0.1366	18.9548	1.2236	83.17	0	0.00000
1821618092652728576	298.300504	 18.683329	-0.1357	-0.0958	-0.4970	3.4736	1.2647	0.9340	0.8218	1.0459	0.0012	20.2886	1.9576	83.06	0	0.00000
1821606337314697088	298.304417	 18.682347	-0.1320	-0.0968	0.3485	-2.1054	-6.4760	0.1393	0.1292	0.1380	0.1767	18.3818	1.3211	83.4	3	0.00000
1821618092654509568	298.301189	 18.686136	-0.1350	-0.0930	0.2142	-6.6442	-3.0262	1.2309	0.9279	1.2730	-0.1119	20.7215	1.9576	83.36	2	0.02489
