# source_id     	ra      	dec     	x	y	plx	pmra	pmdec	plxe	pmrae	pmdece	pmcorr	g_mag	bp_rp	Sigma	qflag	memberprob
5843805006306159360	194.859342	-70.677032	-0.0106	 0.1995	1.6049	-12.823	-23.633	0.0205	0.0199	0.0253	0.2357	14.7902	1.1266	38.94	3	0.00000
5843805006294312704	194.860288	-70.678434	-0.0103	 0.1981	-0.1621	-4.6746	-0.2068	0.3616	0.3390	0.3874	0.0703	19.8677	0.8637	38.9	0	0.00000
5843805006306158208	194.862636	-70.679202	-0.0095	 0.1973	0.9896	-16.245	-5.5784	0.0205	0.0197	0.0253	0.1877	14.9292	1.0425	38.88	3	0.00000
5843805452982758272	195.071670	-70.685697	 0.0596	 0.1907	0.5145	-0.8340	-3.0143	0.0460	0.0430	0.0535	0.1935	16.5048	1.1121	38.94	1	0.00000
5843805452970911616	195.064781	-70.687008	 0.0574	 0.1894	0.4698	-7.2755	-3.5058	0.2973	0.2561	0.3296	0.1640	19.5550	1.9164	38.89	2	0.00000
5843805452972190080	195.039030	-70.684028	 0.0489	 0.1924	0.4377	-7.2045	-2.7575	1.7219	1.9249	2.4699	0.2185	20.8252	1.3818	38.91	2	0.07047
5843805624781451520	195.015667	-70.681327	 0.0411	 0.1951	0.9286	-7.3897	-7.0876	0.0348	0.0328	0.0419	0.1764	15.9549	1.1334	38.93	3	0.00000
5843805659129351424	195.026962	-70.682424	 0.0449	 0.1940	0.3605	-7.7710	-1.4857	0.2120	0.1869	0.2454	0.1484	19.2256	1.0831	38.92	3	0.00842
5843805654825654400	195.033834	-70.683392	 0.0471	 0.1931	0.2046	-8.9303	7.4369	0.1402	0.1353	0.1820	0.1396	18.5105	1.0316	38.91	3	0.00000
5843805659130042368	195.033633	-70.684579	 0.0471	 0.1919	0.9926	0.4252	-0.3681	0.2244	0.1846	0.2884	0.1400	19.1648	1.9528	38.88	2	0.00000
5843805659130042496	195.031839	-70.684126	 0.0465	 0.1923	-0.1493	-9.6413	-0.8996	0.2536	0.2123	0.3013	0.1515	19.3867	0.8935	38.89	3	0.00001
5843805624769609728	195.020055	-70.682973	 0.0426	 0.1935	0.0869	-4.7198	-0.2368	0.2633	0.2412	0.2987	0.0953	19.4923	1.0340	38.9	3	0.00000
5843805624769606912	195.020977	-70.684204	 0.0429	 0.1923	-0.2971	-5.8321	-0.1073	0.5381	0.4966	0.5825	0.0148	20.1313	1.2931	38.87	2	0.00001
5843805452970918272	195.048772	-70.684149	 0.0521	 0.1923	0.2370	-9.7354	-3.3137	0.1786	0.1698	0.2194	0.0942	18.9432	1.3864	38.92	3	0.00000
5843805452972547968	195.047975	-70.685702	 0.0518	 0.1907	1.2764	-8.6795	0.0727	0.7717	0.8038	1.1309	0.2353	20.4577	1.0055	38.88	2	0.17307
5843805452971611776	195.044231	-70.685577	 0.0506	 0.1909	0.3084	-3.5727	-1.0591	0.5352	0.6164	0.7231	0.1300	20.2410	1.3524	38.88	2	0.00000
5843805452971609728	195.035031	-70.688787	 0.0475	 0.1877	0.1745	-8.5195	-2.1890	0.1193	0.1236	0.1580	0.0830	18.2478	1.0900	38.79	3	0.00000
5843805448666487936	195.031727	-70.689022	 0.0464	 0.1874	0.3156	-6.3208	-2.8983	0.0439	0.0396	0.0591	0.2118	16.4468	1.2511	38.77	3	0.00000
5843805418611869696	195.026386	-70.691291	 0.0447	 0.1852	0.5283	-9.9370	-5.7687	0.2638	0.2228	0.3070	0.1616	19.3663	1.9025	38.72	2	0.00000
5843802528089277568	195.132249	-70.693304	 0.0796	 0.1830	0.2926	-7.2956	-4.4930	0.0963	0.0880	0.1130	0.1984	17.9148	1.3146	38.94	3	0.00000
5843802532394461184	195.132881	-70.693802	 0.0799	 0.1825	1.9453	-4.2528	-2.0769	0.7662	0.6254	0.9329	0.2927	20.5226	nan	38.93	0	0.00000
5843805487342493824	195.114064	-70.691409	 0.0736	 0.1850	0.5455	-8.8949	-2.0314	0.0336	0.0299	0.0376	0.1866	15.9537	1.0690	38.92	3	0.00000
5843802532394975488	195.126750	-70.694602	 0.0778	 0.1817	-1.7550	-2.2930	2.5421	1.2655	1.7327	2.3644	0.5145	20.7608	1.1385	38.89	0	0.00447
5843802532404990976	195.123035	-70.695556	 0.0766	 0.1808	0.1966	-8.0686	1.4378	0.0741	0.0653	0.0867	0.2442	17.1637	1.1406	38.85	1	0.00000
5843802532404992000	195.125231	-70.695756	 0.0773	 0.1806	0.4053	-7.5382	-2.2740	0.0241	0.0217	0.0293	0.2348	15.2202	0.7358	38.85	3	0.00000
5843802532407673472	195.122664	-70.696217	 0.0765	 0.1801	-0.4247	-5.5191	0.1970	0.4300	0.3823	0.4825	-0.0568	20.0118	0.8239	38.84	0	0.00000
