# source_id     	ra      	dec     	x	y	plx	pmra	pmdec	plxe	pmrae	pmdece	pmcorr	g_mag	bp_rp	Sigma	qflag	memberprob
4077187234172324864	276.081761	-24.992998	-0.0498	-0.1232	0.2267	-6.1613	-2.7202	0.4234	0.4023	0.3006	-0.0430	19.1238	nan	191	0	0.00000
4077187234172257792	276.082410	-24.992997	-0.0492	-0.1232	0.4239	3.1177	-0.1326	0.2515	0.2141	0.1527	-0.1168	18.1366	1.3927	190.9	2	0.00000
4077187238341170944	276.081330	-24.992907	-0.0502	-0.1231	-0.8626	-1.3139	-7.7527	0.7199	0.9053	0.6727	-0.4958	19.7912	nan	191	0	0.16581
4077187238389587840	276.081548	-24.992584	-0.0500	-0.1228	0.1659	-1.9961	-5.9587	0.3887	0.4249	0.2844	0.1635	18.9563	1.4053	190.8	0	0.00000
4077187234172257536	276.081508	-24.992414	-0.0500	-0.1226	-0.3198	-6.2054	-1.7426	0.5456	0.5565	0.4502	0.3025	19.0454	1.6974	190.8	0	0.00000
4077187238389586944	276.082725	-24.992420	-0.0489	-0.1227	0.4312	-0.5742	-0.3413	0.2779	0.2807	0.1950	0.0310	18.4752	nan	190.6	0	0.00000
4077187238389593856	276.080843	-24.991636	-0.0506	-0.1219	0.2007	1.1779	-3.3072	0.4957	0.3860	0.2677	-0.2703	18.6659	1.3098	190.6	1	0.00000
4077187234051908736	276.079805	-24.991335	-0.0516	-0.1216	0.1986	-2.4839	-3.2856	0.1172	0.1380	0.0977	0.1428	17.3331	1.6640	190.6	3	0.00000
4077187234050140544	276.082173	-24.991666	-0.0494	-0.1219	0.1251	-7.1343	-3.5925	0.0398	0.0460	0.0335	-0.1571	15.1382	1.9518	190.4	3	0.00000
4077187238389591296	276.082530	-24.990901	-0.0491	-0.1211	-1.8674	-6.7861	-8.7631	0.8644	0.8991	0.5750	0.0325	18.6922	1.3529	190	0	0.00000
4077187238389579008	276.084033	-24.993650	-0.0477	-0.1239	0.2468	-0.8135	-5.5127	0.1452	0.1674	0.1202	0.1226	17.7373	1.6698	190.9	2	0.00000
4077187238389575040	276.084929	-24.994172	-0.0469	-0.1244	1.3747	-9.5419	-6.9891	0.2154	0.2442	0.1652	0.1148	18.2822	2.3016	191	2	0.00000
4077187272749308928	276.086237	-24.993834	-0.0457	-0.1241	1.1232	-4.8833	-8.7159	0.4075	0.5109	0.3829	0.1971	19.1122	1.6144	190.7	0	0.00000
4077187204029824384	276.088241	-24.995237	-0.0439	-0.1255	-2.3594	-6.5954	-17.432	0.4578	0.5301	0.3963	0.3170	17.2292	1.0316	191	1	0.00000
4077187199812597120	276.087339	-24.993780	-0.0447	-0.1240	-0.4787	-5.1473	-6.7702	0.5227	0.5931	0.4049	0.1311	19.4116	1.5468	190.5	1	0.00000
4077187199812884352	276.089066	-24.994115	-0.0432	-0.1243	-0.3783	-7.6888	-7.0519	0.4825	0.5005	0.3984	0.1632	19.2291	1.5433	190.4	2	0.00000
4077187204029829504	276.088152	-24.993469	-0.0440	-0.1237	0.2197	-3.0166	-5.0104	0.3441	0.4027	0.2741	0.2064	18.8840	1.3929	190.3	0	0.00000
