# source_id     	ra      	dec     	x	y	plx	pmra	pmdec	plxe	pmrae	pmdece	pmcorr	g_mag	bp_rp	Sigma	qflag	memberprob
5958264407255780352	263.868356	-44.817591	-0.1443	-0.0823	1.0553	-1.6852	-4.2044	0.4792	0.6188	0.3852	0.2393	19.8388	1.4813	95.79	2	0.00068
5958264407255820288	263.865927	-44.813207	-0.1460	-0.0779	-0.6764	-4.4550	-10.426	0.3336	0.4334	0.2654	0.2110	19.4817	nan	95.78	0	0.00000
5958264402991969024	263.865258	-44.812918	-0.1465	-0.0776	0.3329	-3.1830	-6.6298	0.2554	0.3113	0.1895	0.0845	19.0457	1.4597	95.79	2	0.00000
5958264407255841152	263.863645	-44.811197	-0.1477	-0.0759	0.0794	-1.9530	-6.9321	0.6610	0.8454	0.4931	0.2309	20.1199	1.4477	95.79	2	0.00000
5958265884724577664	263.867990	-44.811553	-0.1446	-0.0762	-1.7614	-0.8882	-8.3776	0.3411	0.3987	0.2454	0.0314	18.6660	1.4242	95.73	0	0.00000
5958265880460718976	263.864981	-44.810320	-0.1467	-0.0750	2.0528	-6.8173	-5.2864	1.0862	1.9248	1.3225	0.6811	20.6590	nan	95.76	0	0.01379
5958265884724597248	263.864376	-44.810145	-0.1471	-0.0748	-0.1354	-2.4602	-6.3278	0.5037	0.6701	0.4221	0.2338	20.0497	1.8571	95.77	2	0.00000
5958265880430902400	263.866716	-44.810002	-0.1455	-0.0747	0.3199	1.1359	0.1909	0.6244	0.9838	0.6838	0.5451	20.1290	nan	95.74	0	0.00485
5958265884724590848	263.866257	-44.809847	-0.1458	-0.0745	0.4919	-3.0346	-4.9576	0.1521	0.1894	0.1119	0.1653	17.9872	1.0376	95.74	1	0.00000
5958265884724591616	263.867675	-44.809535	-0.1448	-0.0742	0.6863	5.3933	-0.4505	0.3290	0.4074	0.2541	0.0894	19.4959	2.1581	95.72	2	0.00000
5958265884724607744	263.864475	-44.808484	-0.1471	-0.0732	0.7902	-2.4738	-4.8484	0.4152	0.5094	0.3094	0.1392	19.7001	1.4032	95.75	3	0.00000
5958265884724604416	263.865510	-44.808469	-0.1463	-0.0732	0.4652	-7.1353	-6.4345	0.7208	1.0120	0.5979	0.4298	20.0416	1.1006	95.74	0	0.00000
5958265884724595456	263.868220	-44.808891	-0.1444	-0.0736	-1.2833	-2.7473	-8.1806	0.7730	1.0568	0.6660	0.3742	20.4157	1.2891	95.7	3	0.00000
5958265880431610624	263.860269	-44.806657	-0.1501	-0.0714	0.1822	-0.6960	-2.8161	0.0804	0.0952	0.0549	0.1176	16.9494	1.1385	95.8	3	0.00112
5958265953495770240	263.859382	-44.804884	-0.1507	-0.0696	0.3679	-1.5402	-5.4643	0.1497	0.1799	0.1093	0.0945	18.2794	1.2541	95.79	3	0.00000
5958265884776293376	263.861077	-44.804272	-0.1495	-0.0690	-0.1257	-1.5779	-2.4325	0.1178	0.1432	0.0872	0.1181	17.8668	1.1718	95.76	3	0.36643
5958265880460736640	263.862915	-44.806018	-0.1482	-0.0707	0.0515	-5.6616	-3.4053	0.3019	0.3981	0.2312	0.1792	19.3401	1.2432	95.75	2	0.00000
5958265884724644480	263.862650	-44.804253	-0.1484	-0.0689	0.8585	-2.1307	-4.8749	0.8013	1.1905	0.6685	0.1493	20.4538	nan	95.74	0	0.00472
5958265884724627712	263.866182	-44.805504	-0.1459	-0.0702	0.1832	2.1639	1.1782	0.3377	0.4305	0.2623	0.1613	19.4401	2.1703	95.7	2	0.00000
5958265884724630912	263.867410	-44.804451	-0.1450	-0.0691	0.5254	-6.2234	-4.5628	0.2861	0.3500	0.2120	0.0614	19.1369	1.2353	95.67	0	0.00000
5958265953444139520	263.859040	-44.803530	-0.1509	-0.0682	0.6611	-4.8951	-6.7669	0.6583	0.9536	0.5666	0.2295	20.3483	1.2455	95.78	0	0.00000
5958265953444144768	263.860216	-44.802345	-0.1501	-0.0670	-0.5082	-2.2031	-5.0762	0.3242	0.4010	0.2477	0.1091	19.4578	1.4249	95.76	2	0.00000
5958265949173082624	263.857783	-44.801653	-0.1518	-0.0664	0.4755	-3.7262	-4.8346	0.1843	0.2172	0.1326	0.1158	18.4231	1.2175	95.78	3	0.00000
5958265953444155008	263.858581	-44.801440	-0.1513	-0.0661	0.4956	-0.2345	-3.8105	1.4171	2.1420	1.0442	0.5124	20.5938	nan	95.77	0	0.03167
5958265953444153856	263.859941	-44.801237	-0.1503	-0.0659	3.9416	-4.4863	2.2010	1.0904	1.2899	0.8139	0.0529	19.8770	1.5518	95.75	0	0.00000
5958265953444159872	263.858385	-44.800930	-0.1514	-0.0656	0.1130	-1.5627	-3.8723	0.3087	0.3695	0.2328	0.1288	19.3361	1.2737	95.77	2	0.00017
5958265884731348736	263.861580	-44.800654	-0.1491	-0.0653	-2.0031	-7.4464	-14.980	1.4581	1.7083	1.1532	-0.1532	20.1694	1.4426	95.72	0	0.00000
5958265880453632512	263.862901	-44.803808	-0.1482	-0.0685	-0.2826	-3.9544	-5.6138	0.3401	0.4593	0.2458	0.0836	19.3257	1.2774	95.73	2	0.00000
5958265884776291072	263.866332	-44.804039	-0.1458	-0.0687	0.4393	-4.9732	-2.6417	0.0315	0.0378	0.0215	0.1005	15.1094	1.4930	95.68	3	0.00000
5958265884724640640	263.867774	-44.802789	-0.1447	-0.0675	0.1315	-3.2551	-5.9245	0.6069	0.8210	0.4883	0.3489	20.1167	1.2126	95.65	3	0.00000
5958265953444248064	263.852457	-44.793029	-0.1556	-0.0577	0.2394	-0.3996	-7.1365	0.1319	0.1631	0.0996	0.1493	18.0643	1.3078	95.79	3	0.00000
5958265953444244352	263.853653	-44.792865	-0.1548	-0.0576	0.7626	3.4512	-5.0631	0.5192	0.7213	0.4341	0.2020	19.9924	1.4377	95.77	0	0.00000
